id,real_monthly_payment,monthly_difference,difference_surplus,class,total_credits,delinquency_accounts,current_accounts,current_accounts_percentage,delinquency_accounts_percentage,worst_delinquency,worst_delinquency_past_due_balance,credit_limit,maximum_number_of_credit_payments
361,2915,-10066,-12981,1,14,5,9,64.28571429,35.71428571,7,796,14406,20
362,36832,-5904,-42736,0,9,2,7,77.77777778,22.22222222,13,8677,25900,1000
363,4646,27978,23332,0,6,4,2,33.33333333,66.66666667,4,1886,15000,36
364,475,-980,-1455,1,5,0,5,100,0,0,0,17500,0
365,19957,1559246,1539289,1,13,0,13,100,0,0,0,20000,312
366,461127,-678540,-1139667,0,43,7,36,83.72093023,16.27906977,13,85401,301805,60
367,8508,-18382,-26890,1,13,0,13,100,0,0,0,369654,72
368,45508,-343290,-388798,0,5,2,3,60,40,6,3414,0,59.5
369,10788,6531400,6520612,0,17,5,12,70.58823529,29.41176471,10,4866,245606,360
370,10084,169100,159016,0,25,5,20,80,20,18,6198,5100,20
371,20242,24999,4757,0,13,1,12,92.30769231,7.692307692,1,193,15000,1
372,155705,861,-154844,0,21,6,15,71.42857143,28.57142857,84,40323,40323,360
373,67256,-34256,-101512,0,16,4,12,75,25,13,38118,143463,360
374,3770,41152,37382,0,8,0,8,100,0,0,0,15000,13
375,7304,-7710,-15014,0,5,3,2,40,60,13,4206,1482,1
376,207103,-7354052,-7561155,1,29,1,28,96.55172414,3.448275862,3,107286,146300,240
377,10562,337550,326988,0,10,2,8,80,20,4,5678,205466,60
378,16497,6504,-9993,0,2,0,2,100,0,0,0,11400,18
379,9470,-136770,-146240,0,6,4,2,33.33333333,66.66666667,84,88394,259093,360
380,6451,-932121,-938572,1,9,0,9,100,0,0,0,210000,1000
381,27160,54680,27520,0,8,2,6,75,25,13,3323,5100,12
382,8181,-300816,-308997,1,9,0,9,100,0,0,0,50550,24
383,27310,-382140,-409450,1,18,0,18,100,0,0,0,86197,360
384,4191,18174,13983,1,3,0,3,100,0,0,0,60750,9.5
385,72121,-307296,-379417,1,66,13,53,80.3030303,19.6969697,5,5850,500000,150
386,1036,9712,8676,1,4,1,3,75,25,1,1173,0,25
387,59943,31470552,31410609,0,27,12,15,55.55555556,44.44444444,13,6507,235200,30
388,13107,-13118,-26225,0,7,0,7,100,0,0,0,0,1
389,3385,-88185,-91570,1,15,0,15,100,0,0,0,18600,24
390,15814,-66495,-82309,0,31,5,26,83.87096774,16.12903226,7,608,186818,240
391,18311,3311745,3293434,1,15,0,15,100,0,0,0,350000,0
392,9361,-211650,-221011,1,17,0,17,100,0,0,0,165500,900
393,15334,47780,32446,0,10,1,9,90,10,13,15334,5000,2
394,5648,-4652,-10300,0,4,3,1,25,75,13,5164,5164,9.75
395,3428.5,13796,10367.5,0,4,2,2,50,50,13,16193,16193,1
396,38883,32383,-6500,1,13,0,13,100,0,0,0,39000,36.5
397,5408,-5968,-11376,0,4,3,1,25,75,4,1325,2500,20
398,57718,-709540,-767258,0,13,0,13,100,0,0,0,8000,16
399,80557,330460,249903,0,26,13,13,50,50,12,3893,40100,36
400,3455,-2764380,-2767835,1,12,4,8,66.66666667,33.33333333,27,3000,138003,360
401,138836,64656,-74180,0,4,1,3,75,25,13,116590,116590,60
402,1102,5573288,5572186,1,14,13,1,7.142857143,92.85714286,0,0,259000,48
403,17537,2171008,2153471,1,32,9,23,71.875,28.125,13,5282,42500,48
404,2686,-33030,-35716,0,15,0,15,100,0,0,0,166764,360
405,20018,-674312,-694330,1,31,4,27,87.09677419,12.90322581,1,1907,153317,360
406,13143,-3589964,-3603107,1,28,1,27,96.42857143,3.571428571,13,1890,225000,13
407,1371,587480,586109,0,8,1,7,87.5,12.5,13,4169,19719,24
408,125837,-107550,-233387,0,15,4,11,73.33333333,26.66666667,13,65157,65157,360
409,7059,-478660,-485719,1,13,0,13,100,0,0,0,190397,360
410,17709,47540,29831,0,4,1,3,75,25,12,3370,3000,10.25
411,31021.41667,-15657940,-15688961.42,1,23,0,23,100,0,0,0,118984,360
412,10129,13792,3663,0,4,0,4,100,0,0,0,2049,1
413,26198,-3204,-29402,1,12,5,7,58.33333333,41.66666667,2,3740,349161,72
414,6220,-39006,-45226,1,11,1,10,90.90909091,9.090909091,3,84,211577,60
415,0,-1025552,-1025552,1,8,1,7,87.5,12.5,5,1319,335018,13.25
416,68995,25500,-43495,0,4,3,1,25,75,13,92881,225519,360
417,44496,-245744,-290240,0,16,4,12,75,25,13,8410,24000,12
418,9390,-107237,-116627,1,13,2,11,84.61538462,15.38461538,13,320,34200,1
419,1,413943,413942,1,3,0,3,100,0,0,0,16569,19
420,14613,88662,74049,1,7,0,7,100,0,0,0,50000,36
421,17965,-45564,-63529,0,6,3,3,50,50,15,8742,8742,24
422,116351,-20386512,-20502863,0,108,6,102,94.44444444,5.555555556,8,67705,16985,60
423,239,-111621,-111860,0,3,0,3,100,0,0,0,400,1
424,91494,1474095,1382601,0,15,11,4,26.66666667,73.33333333,37,85261,224899,360
425,1072,-141516,-142588,1,12,0,12,100,0,0,0,14500,18
426,23050,-47742,-70792,0,2,2,0,0,100,13,15284,15284,0
427,23658,-300640,-324298,0,8,0,8,100,0,0,0,5174,2
428,2189,-208965,-211154,1,5,0,5,100,0,0,0,4464,12
429,10330,-56111,-66441,0,11,0,11,100,0,0,0,263609,360
430,3094,-199895,-202989,1,5,0,5,100,0,0,0,87248,0
431,48719,-25272,-73991,0,13,6,7,53.84615385,46.15384615,1,1390,20000,2
432,40751,207922,167171,0,11,0,11,100,0,0,0,120066,3
433,4653,85884,81231,1,6,0,6,100,0,0,0,25500,59.5
434,272,1218,946,0,3,1,2,66.66666667,33.33333333,15,957,22480,7.75
435,1239,520404,519165,1,17,7,10,58.82352941,41.17647059,2,504,14000,32
436,3097,-49144,-52241,0,2,0,2,100,0,0,0,20000,0
437,429925,621075,191150,0,25,9,16,64,36,17,172926,67688,36
438,242036,44081,-197955,0,17,6,11,64.70588235,35.29411765,13,3329,45000,36
439,5252,82629,77377,0,9,2,7,77.77777778,22.22222222,1,1250,36500,36
440,36956,-53676,-90632,1,28,2,26,92.85714286,7.142857143,5,1796,280912,80
441,3413,-2150,-5563,1,1,0,1,100,0,0,0,172067,60
442,51001,6765906,6714905,1,21,1,20,95.23809524,4.761904762,13,31624,142140,360
443,6271,-356368,-362639,1,8,0,8,100,0,0,0,143187,36
444,5556,282795,277239,1,5,1,4,80,20,37,15145,45000,12
445,54015,-49730,-103745,0,10,3,7,70,30,40,9541,10000,10.25
446,8097,-97242,-105339,0,6,2,4,66.66666667,33.33333333,13,8428,64000,360
447,61378,-228085,-289463,0,5,0,5,100,0,0,0,40000,0
448,50860,-90091,-140951,1,23,4,19,82.60869565,17.39130435,13,10656,390094,361
449,14359,23814,9455,1,27,7,20,74.07407407,25.92592593,13,5192,31500,24
450,41486,33856,-7630,0,16,3,13,81.25,18.75,40,1401,51000,120
451,22302,-178600,-200902,1,40,1,39,97.5,2.5,2,420,287592,240
452,1656,-1068960,-1070616,1,10,3,7,70,30,1,221,3500,25.5
453,7821,-8820,-16641,0,7,1,6,85.71428571,14.28571429,13,3881,7610,1
454,141346,-144584,-285930,0,22,6,16,72.72727273,27.27272727,84,27458,20000,19.5
455,26621,511812,485191,0,7,4,3,42.85714286,57.14285714,13,3070,336610,72
456,3668,-1416,-5084,1,6,1,5,83.33333333,16.66666667,1,1343,33100,120
457,23266,13081446,13058180,1,9,0,9,100,0,0,0,250000,900
458,7917,62970,55053,1,15,4,11,73.33333333,26.66666667,3,397,219303,60
459,15568,-52470,-68038,0,3,1,2,66.66666667,33.33333333,64,13710,20000,0
460,47146,14004,-33142,0,4,4,0,0,100,84,10558,7203,21.25
461,2961,35888,32927,1,16,2,14,87.5,12.5,2,1790,61500,24
462,3254.666667,-746,-4000.666667,1,2,0,2,100,0,0,0,5580,36
463,12619,81367,68748,1,11,0,11,100,0,0,0,44099,18
464,10026,34915,24889,0,5,3,2,40,60,84,1432,0,19.5
465,3081,107922,104841,1,6,0,6,100,0,0,0,49000,36
466,18799,-331956,-350755,1,18,0,18,100,0,0,0,255800,48
467,6290,-18204,-24494,1,3,0,3,100,0,0,0,75000,0
468,8261,569970,561709,1,10,0,10,100,0,0,0,115500,240
469,20353,4610960,4590607,1,20,0,20,100,0,0,0,261400,120
470,30602,-14616,-45218,0,7,2,5,71.42857143,28.57142857,6,3136,214687,360
471,7098,-106701,-113799,1,7,1,6,85.71428571,14.28571429,5,1475,24640,1
472,62169,49244,-12925,0,4,0,4,100,0,0,0,27500,36
473,1818217,224910,-1593307,0,5,2,3,60,40,14,11038,11038,59.5
474,46781,-5306,-52087,1,14,2,12,85.71428571,14.28571429,6,16776,127677,48
475,65501,-254280,-319781,1,52,15,37,71.15384615,28.84615385,2,8908,73452,36
476,1087,-354,-1441,1,6,0,6,100,0,0,0,20000,1
477,7862,735840,727978,1,14,3,11,78.57142857,21.42857143,13,5633,20000,36
478,149251,372034,222783,0,13,2,11,84.61538462,15.38461538,13,39794,44091,36
479,31895,-347074,-378969,0,13,8,5,38.46153846,61.53846154,13,15941,14406,18
480,13454,-476748,-490202,1,19,0,19,100,0,0,0,401859,72
481,1253583,520245,-733338,0,33,11,22,66.66666667,33.33333333,15,250710,216880,360
482,4955,-1115010,-1119965,1,13,0,13,100,0,0,0,15000,12.5
483,0,2077902,2077902,1,3,0,3,100,0,0,0,7000,1
484,10612,8043,-2569,0,21,4,17,80.95238095,19.04761905,13,2413,26851,24
485,14189,886074,871885,1,6,0,6,100,0,0,0,67000,0
486,2140,-126,-2266,0,3,2,1,33.33333333,66.66666667,13,14867,2000,3
487,6774,-3096470,-3103244,1,13,0,13,100,0,0,0,237553,36
488,111826,4944,-106882,0,12,12,0,0,100,13,48920,8000,47.5
489,20825,-1568040,-1588865,1,24,0,24,100,0,0,0,411600,120
490,85177,-5511912,-5597089,1,84,6,78,92.85714286,7.142857143,13,11747,480000,90
491,13258,-7842,-21100,0,3,0,3,100,0,0,0,11478,12
492,1159121,-3893880,-5053001,0,148,20,128,86.48648649,13.51351351,13,151498,237652,36
493,11554,-7387786,-7399340,1,14,0,14,100,0,0,0,2476005,225
494,45149,-5182716,-5227865,1,142,5,137,96.47887324,3.521126761,3,8036,332951,360
495,4211,22620,18409,0,15,2,13,86.66666667,13.33333333,3,1371,26000,18
496,156686,1594616,1437930,0,47,5,42,89.36170213,10.63829787,4,3560,147228,360
497,71856,540672,468816,0,6,1,5,83.33333333,16.66666667,6,4822,1000,24
498,996389,2468153,1471764,0,23,4,19,82.60869565,17.39130435,13,3234351,293100,120
499,2143,222,-1921,0,3,0,3,100,0,0,0,6005,5
500,36536,-64843,-101379,0,61,7,54,88.52459016,11.47540984,20,14464,20000,30
501,52129.91667,33420,-18709.91667,0,6,5,1,16.66666667,83.33333333,80,23052,23052,1
502,9922,-37730,-47652,1,7,0,7,100,0,0,0,16700,7.75
503,5036,-93184,-98220,1,4,0,4,100,0,0,0,752,72
504,17786,273132,255346,1,12,2,10,83.33333333,16.66666667,13,9237,53500,59.5
505,23452,-21964,-45416,0,17,13,4,23.52941176,76.47058824,20,6670,239154,360
506,54210,34500,-19710,0,15,3,12,80,20,13,21177,18900,18
507,6848,-54608,-61456,1,8,1,7,87.5,12.5,1,3259,20000,36
508,3925,-83735,-87660,0,5,1,4,80,20,13,574,10000,4
509,12443,26704,14261,1,16,1,15,93.75,6.25,1,310,183996,36
510,8049,-204094,-212143,1,11,0,11,100,0,0,0,54000,144
511,8706,8940,234,0,3,2,1,33.33333333,66.66666667,1,1964,9000,0.5
512,15675,10490,-5185,1,5,0,5,100,0,0,0,6000,6
513,12894,4438,-8456,0,7,4,3,42.85714286,57.14285714,1,2570,20000,1
514,7744,-7322,-15066,0,7,0,7,100,0,0,0,22500,24
515,111614,-62076,-173690,0,21,2,19,90.47619048,9.523809524,13,4726,46800,1
516,116097,-29940,-146037,0,12,5,7,58.33333333,41.66666667,58,15983,124028,360
517,4177,6168,1991,1,3,1,2,66.66666667,33.33333333,2,480,0,5
518,0,209,209,1,1,0,1,100,0,0,0,0,1
519,2983,1026,-1957,1,1,0,1,100,0,0,0,309654,360
520,107454,-318420,-425874,1,12,1,11,91.66666667,8.333333333,1,8251,216600,120
521,9660,-12276,-21936,1,36,12,24,66.66666667,33.33333333,39,23967,20006,26
522,15629,416,-15213,0,4,2,2,50,50,3,10506,336437,360
523,49813,128089,78276,0,13,8,5,38.46153846,61.53846154,84,10691,6239,25
524,65760,-82548,-148308,1,18,1,17,94.44444444,5.555555556,1,467,40000,90
525,605378,11306664,10701286,0,24,5,19,79.16666667,20.83333333,13,274898,268960,36
526,11033,-43377,-54410,1,19,0,19,100,0,0,0,214032,48
527,834,25212,24378,1,3,0,3,100,0,0,0,0,60
528,0,312,312,0,3,0,3,100,0,0,0,100,6
529,84743,-75768,-160511,0,7,2,5,71.42857143,28.57142857,6,13809,88311,60
530,13616,1344879,1331263,1,9,0,9,100,0,0,0,77000,60
531,10075,-2861248,-2871323,1,26,1,25,96.15384615,3.846153846,1,350,60840,12
532,1457,139098,137641,0,6,1,5,83.33333333,16.66666667,13,1457,120000,72
533,231581,544115,312534,0,13,3,10,76.92307692,23.07692308,13,1328,18852,0
534,2850,298923,296073,0,3,1,2,66.66666667,33.33333333,1,1425,42500,0.5
535,6756,2883,-3873,0,3,0,3,100,0,0,0,6756,0
536,550,2312,1762,1,2,0,2,100,0,0,0,1400,0
537,343536,491491,147955,0,13,3,10,76.92307692,23.07692308,11,178101,100000,60
538,71061,-262452,-333513,1,6,0,6,100,0,0,0,246294,360
539,19081,-109523,-128604,1,31,11,20,64.51612903,35.48387097,15,11583,28002,36
540,189567,-516990,-706557,1,15,0,15,100,0,0,0,244801,360
541,42586,-37036,-79622,0,47,8,39,82.9787234,17.0212766,2,3644,40076,20
542,18627,-1346359,-1364986,1,19,4,15,78.94736842,21.05263158,6,2845,172427,360
543,0,30306,30306,1,2,0,2,100,0,0,0,133000,36
544,1846,-3776,-5622,1,4,0,4,100,0,0,0,10000,0
545,20404,1961091,1940687,0,11,4,7,63.63636364,36.36363636,37,15047,20000,240
546,11709,-3930,-15639,0,6,0,6,100,0,0,0,11250,1
547,50651,156390,105739,0,15,5,10,66.66666667,33.33333333,84,9212,232573,36
548,250836,1020034,769198,0,19,12,7,36.84210526,63.15789474,56,62851,198386,360
549,7373,-669916,-677289,0,26,0,26,100,0,0,0,33500,60
550,3994,-33640,-37634,0,4,2,2,50,50,5,1001,0,36
551,5724,-48680,-54404,1,10,1,9,90,10,9,7820,214266,48
552,15717,-36594,-52311,1,18,2,16,88.88888889,11.11111111,2,1849,122251,72
553,31755,-360,-32115,0,12,2,10,83.33333333,16.66666667,13,3818,7203,36
554,12604,139760,127156,1,16,1,15,93.75,6.25,1,1581,158210,360
555,4456,-56860,-61316,1,10,1,9,90,10,5,797,55556,0
556,15521,247545,232024,1,15,4,11,73.33333333,26.66666667,2,628,480551,72
557,59087,-12420,-71507,0,15,4,11,73.33333333,26.66666667,11,6803,31000,60
558,43229,528276,485047,1,21,19,2,9.523809524,90.47619048,0,0,125600,59.5
559,2906,34518,31612,0,6,1,5,83.33333333,16.66666667,1,1500,7000,18
560,37225,9680,-27545,0,8,7,1,12.5,87.5,31,16100,25199,36
561,13646,10332,-3314,1,28,0,28,100,0,0,0,209538,60
562,2518,-640008,-642526,1,27,0,27,100,0,0,0,143840,48
563,6489,159560,153071,1,8,0,8,100,0,0,0,20000,12
564,147009,2779,-144230,0,7,3,4,57.14285714,42.85714286,55,4907,49900,59.5
565,11160,7372936,7361776,1,4,1,3,75,25,2,320,264374,12.5
566,16024,-1207388,-1223412,1,13,0,13,100,0,0,0,73800,48
567,88968,-288168,-377136,0,24,8,16,66.66666667,33.33333333,13,8491,32600,36
568,4171,48139,43968,1,7,1,6,85.71428571,14.28571429,13,711,12293,1
569,4383,-40236,-44619,1,7,0,7,100,0,0,0,23000,59.5
570,15357,6840,-8517,1,15,0,15,100,0,0,0,459625,360
571,30080,19578,-10502,0,6,3,3,50,50,84,3900,9064,19.5
572,31139,84720,53581,0,12,8,4,33.33333333,66.66666667,14,13024,219568,360
573,14052,-185800,-199852,0,8,0,8,100,0,0,0,35613,60
574,1011,-10366,-11377,0,2,0,2,100,0,0,0,10000,18
575,18864,-35462,-54326,0,34,10,24,70.58823529,29.41176471,16,6087,209447,360
576,58031,-37080,-95111,0,9,3,6,66.66666667,33.33333333,21,56061,56061,18
577,103902,305424,201522,1,18,3,15,83.33333333,16.66666667,84,20876,430000,360
578,14231,461964,447733,1,12,0,12,100,0,0,0,40000,36
579,0,1476,1476,0,4,0,4,100,0,0,0,5739,18
580,3317,-1791968,-1795285,1,8,0,8,100,0,0,0,7500,30
581,619157,-334628,-953785,0,17,5,12,70.58823529,29.41176471,13,233029,216880,360
582,63879,-4048737,-4112616,1,21,0,21,100,0,0,0,2610355,600
583,6409,-593838,-600247,1,9,0,9,100,0,0,0,138417,120
584,62025,-892064,-954089,1,16,1,15,93.75,6.25,1,20,124604,36
585,8472,31080,22608,0,4,1,3,75,25,13,673,21609,60
586,5123,-12824,-17947,1,4,0,4,100,0,0,0,35000,0
587,1010,-1001520,-1002530,1,9,2,7,77.77777778,22.22222222,1,770,32500,0
588,84801,14844,-69957,0,12,5,7,58.33333333,41.66666667,84,17019,20000,20
589,2956,237540,234584,1,12,6,6,50,50,15,4811,10013,19.5
590,3734,-24344,-28078,0,8,3,5,62.5,37.5,18,873,4420,1000
591,122576,-65268,-187844,0,18,6,12,66.66666667,33.33333333,80,25780,323998,360
592,16207,-1611460,-1627667,0,5,1,4,80,20,13,288,1800,48
593,27516,115634,88118,1,17,0,17,100,0,0,0,221000,48
594,84974,-549100,-634074,0,10,3,7,70,30,64,5860,50510,1000
595,6221,4281152,4274931,1,32,3,29,90.625,9.375,1,2945,83390,1000
596,24424,-79782,-104206,1,6,1,5,83.33333333,16.66666667,1,3526,75000,71.5
597,589569,62000,-527569,0,10,6,4,40,60,16,5425,2000,48
598,25950,-50732,-76682,0,44,5,39,88.63636364,11.36363636,6,7919,10000,17.5
599,14124,-16058,-30182,1,14,0,14,100,0,0,0,20000,72
600,98181,67524,-30657,0,12,9,3,25,75,42,15180,21609,20
601,41324,2400,-38924,0,8,6,2,25,75,59,6697,10004,13
602,1988,-13239,-15227,0,9,3,6,66.66666667,33.33333333,10,4759,13146,32
603,3703,-427462,-431165,1,14,1,13,92.85714286,7.142857143,1,35,75000,9.5
604,0,-49533,-49533,0,3,0,3,100,0,0,0,100,2
605,14206,-6424,-20630,0,8,4,4,50,50,24,1771,22524,30
606,16670,2854356,2837686,0,6,0,6,100,0,0,0,1000000,180
607,154675.5,-74710,-229385.5,0,31,8,23,74.19354839,25.80645161,20,8393,287487,360
608,2664,-285341,-288005,1,7,4,3,42.85714286,57.14285714,5,212,277429,360
609,27579,82173,54594,1,13,0,13,100,0,0,0,1123400,450
610,1714,-1110626,-1112340,1,19,2,17,89.47368421,10.52631579,6,1884,500000,1800
611,72437,-3088,-75525,0,16,10,6,37.5,62.5,13,9683,14406,12
612,1107,-5440,-6547,1,8,0,8,100,0,0,0,3000,22
613,9440,-10574,-20014,0,17,0,17,100,0,0,0,581632,24
614,15382,3192906,3177524,0,23,4,19,82.60869565,17.39130435,1,7158,20000,6
615,49594,-22078,-71672,0,38,6,32,84.21052632,15.78947368,13,14692,423676,360
616,4324,62595,58271,0,3,2,1,33.33333333,66.66666667,1,1769,17217,0
617,10301,1443882,1433581,1,11,0,11,100,0,0,0,50000,47.5
618,7791,-50688,-58479,1,22,0,22,100,0,0,0,309727,360
619,15915.5,16016,100.5,0,16,12,4,25,75,27,7353,8722,48
620,16852,-32714,-49566,1,11,0,11,100,0,0,0,58000,48
621,44161,85776,41615,1,12,1,11,91.66666667,8.333333333,13,16140,120000,32.5
622,6786,135384,128598,1,6,1,5,83.33333333,16.66666667,13,2136,219710,360
623,7008,5329364,5322356,0,34,21,13,38.23529412,61.76470588,13,7889,8035,19.5
624,130956,579964,449008,0,28,10,18,64.28571429,35.71428571,13,60252,60252,19.5
625,3426,7525,4099,1,5,0,5,100,0,0,0,30000,36
626,26027,-350450,-376477,0,86,10,76,88.37209302,11.62790698,6,12128,14305,32
627,80189,632456,552267,1,22,0,22,100,0,0,0,375930,156
628,20056,-20415,-40471,1,15,4,11,73.33333333,26.66666667,4,1479,43600,17.5
629,49558,10606059,10556501,1,23,1,22,95.65217391,4.347826087,13,5416,142000,72
630,3677,1579912,1576235,1,8,0,8,100,0,0,0,189000,360
631,26203,-7087,-33290,1,19,2,17,89.47368421,10.52631579,13,7071,669878,360
632,44723,-18285,-63008,1,23,4,19,82.60869565,17.39130435,3,3394,182600,60
633,29840,828070,798230,0,34,23,11,32.35294118,67.64705882,13,10440,40212,19.5
634,15624,2532779,2517155,1,17,2,15,88.23529412,11.76470588,41,3057,44500,72
635,0,638652,638652,1,3,0,3,100,0,0,0,1,1
636,46493,-2992855,-3039348,1,5,0,5,100,0,0,0,12856,0
637,182363,367128,184765,0,36,8,28,77.77777778,22.22222222,13,67710,193924,360
638,2657,-52200,-54857,1,6,0,6,100,0,0,0,281304,360
639,15490,38835,23345,1,15,3,12,80,20,1,2538,30000,12
640,45337,-1202214,-1247551,1,39,0,39,100,0,0,0,1400000,600
641,12111,9985,-2126,0,5,1,4,80,20,4,6624,6971,0
642,71349,-33488,-104837,0,7,5,2,28.57142857,71.42857143,84,15825,7203,13
643,336008,-37862,-373870,0,11,5,6,54.54545455,45.45454545,84,242463,60792,19.5
644,32644,-37608640,-37641284,1,40,4,36,90,10,13,564824,500000,360
645,22997,-483630,-506627,1,10,0,10,100,0,0,0,120896,0
646,31847,2204642,2172795,1,22,1,21,95.45454545,4.545454545,13,3313,344164,360
647,67405,-3730,-71135,0,2,0,2,100,0,0,0,100,0
648,10430,121080,110650,1,15,0,15,100,0,0,0,13100,7
649,9892,-3966,-13858,1,6,0,6,100,0,0,0,75000,9.5
650,28476,43505,15029,0,7,1,6,85.71428571,14.28571429,14,4301,145732,60
651,0,13866,13866,0,3,1,2,66.66666667,33.33333333,1,1347,6544,1
652,32978,46545,13567,0,5,3,2,40,60,84,6899,14406,12
653,9626,-35496,-45122,1,9,3,6,66.66666667,33.33333333,3,732,44400,36
654,6933,396000,389067,1,15,0,15,100,0,0,0,266320,360
655,29793,271038,241245,0,6,3,3,50,50,84,10900,10900,9.75
656,5786.666667,-122742,-128528.6667,0,18,5,13,72.22222222,27.77777778,13,1416,153038,360
657,145139,-2365310,-2510449,1,38,1,37,97.36842105,2.631578947,1,605,257000,48
658,13538,-110688,-124226,1,16,1,15,93.75,6.25,1,1,215432,13
659,10968,-92112,-103080,0,16,0,16,100,0,0,0,4500,12
660,384570,14950656,14566086,1,42,0,42,100,0,0,0,3108628,240
661,34828,-54936,-89764,1,18,0,18,100,0,0,0,259742,59.5
662,5681,-4242,-9923,0,6,2,4,66.66666667,33.33333333,24,4844,128906,60
663,15093,-270582,-285675,1,13,2,11,84.61538462,15.38461538,1,3544,50000,48
664,47093,182226,135133,0,11,3,8,72.72727273,27.27272727,22,6044,140563,360
665,17594,-1074480,-1092074,1,30,2,28,93.33333333,6.666666667,1,2867,204510,72
666,23317,131677,108360,0,13,3,10,76.92307692,23.07692308,13,27305,162887,360
667,240779,103624,-137155,0,8,2,6,75,25,13,38282,25178,59.5
668,10788,-29544,-40332,0,6,1,5,83.33333333,16.66666667,13,7032,13146,4
669,174936,-349296,-524232,1,16,0,16,100,0,0,0,55000,900
670,1359,74664,73305,0,6,0,6,100,0,0,0,20000,1
671,4205,1117290,1113085,0,10,2,8,80,20,13,2637,15000,18
672,22558,10547253,10524695,1,81,9,72,88.88888889,11.11111111,6,2557,90000,96
673,128152,-82852,-211004,0,22,13,9,40.90909091,59.09090909,84,29669,4000,26
674,179051,-4726,-183777,0,17,10,7,41.17647059,58.82352941,84,38288,17006,264
675,11323,93660,82337,1,6,0,6,100,0,0,0,489289,360
676,15185,21940,6755,0,4,3,1,25,75,13,11937,1600,1
677,12880,-2400,-15280,0,15,3,12,80,20,13,5567,91911,12
678,23452,19168,-4284,0,16,2,14,87.5,12.5,3,1030,9000,16
679,28658,6112,-22546,0,16,7,9,56.25,43.75,13,18778,300838,360
680,3264,11781,8517,1,17,0,17,100,0,0,0,9200,1
681,1933,-30394,-32327,1,2,0,2,100,0,0,0,18000,0
682,1480,-8712676,-8714156,1,7,0,7,100,0,0,0,487500,0
683,9791,363488,353697,1,16,1,15,93.75,6.25,1,812,50000,24
684,25310,644644,619334,1,22,2,20,90.90909091,9.090909091,6,4960,58000,240
685,13259,284344,271085,1,8,0,8,100,0,0,0,113063,48
686,71364,-15378,-86742,1,3,0,3,100,0,0,0,12800,2.5
687,12935,-1899990,-1912925,0,45,16,29,64.44444444,35.55555556,75,4580,103500,60
688,607196,-46980,-654176,0,12,11,1,8.333333333,91.66666667,13,344106,436695,360
689,16940,48930,31990,1,6,0,6,100,0,0,0,20500,18
690,14375,-4884836,-4899211,1,22,2,20,90.90909091,9.090909091,13,3317,365355,72
691,16614,68874,52260,0,6,2,4,66.66666667,33.33333333,12,2413,32000,120
692,9788,-464954,-474742,1,14,2,12,85.71428571,14.28571429,1,439,20000,26
693,2310,33129,30819,1,9,0,9,100,0,0,0,35000,24
694,1109,409032,407923,1,9,0,9,100,0,0,0,20000,24
695,14423,51583,37160,0,7,0,7,100,0,0,0,50000,1
696,2508,-9288,-11796,0,6,0,6,100,0,0,0,48700,90
697,3696,66052,62356,0,7,6,1,14.28571429,85.71428571,6,4177,10200,19.5
698,5827,-19400,-25227,1,10,1,9,90,10,1,110,20000,144
699,8765,-1141,-9906,1,7,0,7,100,0,0,0,161353,360
700,16198,-288264,-304462,0,6,3,3,50,50,29,6000,4197,172
701,6792,457245,450453,1,9,0,9,100,0,0,0,218848,48
702,7831,-60516,-68347,1,9,1,8,88.88888889,11.11111111,2,3579,164300,120
703,92235,12084,-80151,0,6,3,3,50,50,84,30734,37251,26
704,36166,57675,21509,0,5,2,3,60,40,13,28061,7973,1
705,39627,-9477,-49104,0,9,1,8,88.88888889,11.11111111,13,7851,57000,48
706,6600.666667,-65232,-71832.66667,1,12,2,10,83.33333333,16.66666667,1,940,27000,12
707,3852,189840,185988,1,7,0,7,100,0,0,0,220393,360
708,33765,139477,105712,0,13,9,4,30.76923077,69.23076923,13,17334,21609,18
709,11247,135930,124683,1,10,2,8,80,20,13,10427,26999,12
710,53483,-73000,-126483,0,20,13,7,35,65,20,19970,356413,360
711,38582,3078852,3040270,1,28,0,28,100,0,0,0,56276,60
712,13728,-148776,-162504,0,24,9,15,62.5,37.5,13,1923,40076,19
713,7819,114240,106421,1,34,3,31,91.17647059,8.823529412,14,1966,206572,360
714,596683,617526,20843,0,26,22,4,15.38461538,84.61538462,84,122500,14406,26
715,77764,34477760,34399996,0,32,12,20,62.5,37.5,13,12761,19500,18
716,42650,1827180,1784530,0,15,5,10,66.66666667,33.33333333,48,3866,279000,240
717,14076,-370544,-384620,1,8,0,8,100,0,0,0,172000,18
718,26586,-133068,-159654,1,6,2,4,66.66666667,33.33333333,6,544,200000,8
719,56780,56682528,56625748,1,24,0,24,100,0,0,0,365000,240
720,16084,-3474,-19558,0,1,0,1,100,0,0,0,1200,0
721,53045,4317123,4264078,1,37,0,37,100,0,0,0,600000,60
722,46862,-757008,-803870,1,21,2,19,90.47619048,9.523809524,1,2504,243263,48
723,8504,94830,86326,0,10,0,10,100,0,0,0,206298,360
724,0,4487548,4487548,0,13,3,10,76.92307692,23.07692308,1,574,30000,9
725,8943,6480,-2463,0,5,0,5,100,0,0,0,0,60
726,83250,-943891,-1027141,1,17,1,16,94.11764706,5.882352941,13,29392,383825,72
